Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group
DP02PR_0007E,"Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)!!Male householder, no wife present, family!!With own children under 18 years",,not required,"DP02PR_0007EA, DP02PR_0007M, DP02PR_0007MA",0,int,DP02PR
DP02PR_0007PE,"Percent!!HOUSEHOLDS BY TYPE!!Family households (families)!!Male householder, no wife present, family!!With own children under 18 years",,not required,"DP02PR_0007PEA, DP02PR_0007PM, DP02PR_0007PMA",0,float,DP02PR
DP02PR_0008E,"Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family",,not required,"DP02PR_0008EA, DP02PR_0008M, DP02PR_0008MA",0,int,DP02PR
DP02PR_0008PE,"Percent!!HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family",,not required,"DP02PR_0008PEA, DP02PR_0008PM, DP02PR_0008PMA",0,float,DP02PR
DP02PR_0009E,"Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family!!With own children under 18 years",,not required,"DP02PR_0009EA, DP02PR_0009M, DP02PR_0009MA",0,int,DP02PR
DP02PR_0009PE,"Percent!!HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family!!With own children under 18 years",,not required,"DP02PR_0009PEA, DP02PR_0009PM, DP02PR_0009PMA",0,float,DP02PR
DP02PR_0010E,Estimate!!HOUSEHOLDS BY TYPE!!Nonfamily households,,not required,"DP02PR_0010EA, DP02PR_0010M, DP02PR_0010MA",0,int,DP02PR
DP02PR_0010PE,Percent!!HOUSEHOLDS BY TYPE!!Nonfamily households,,not required,"DP02PR_0010PEA, DP02PR_0010PM, DP02PR_0010PMA",0,float,DP02PR
DP02PR_0011E,Estimate!!HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone,,not required,"DP02PR_0011EA, DP02PR_0011M, DP02PR_0011MA",0,int,DP02PR
DP02PR_0011PE,Percent!!HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone,,not required,"DP02PR_0011PEA, DP02PR_0011PM, DP02PR_0011PMA",0,float,DP02PR
DP02PR_0012E,Estimate!!HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone!!65 years and over,,not required,"DP02PR_0012EA, DP02PR_0012M, DP02PR_0012MA",0,int,DP02PR
DP02PR_0012PE,Percent!!HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone!!65 years and over,,not required,"DP02PR_0012PEA, DP02PR_0012PM, DP02PR_0012PMA",0,float,DP02PR
DP02PR_0013E,Estimate!!HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years,,not required,"DP02PR_0013EA, DP02PR_0013M, DP02PR_0013MA",0,int,DP02PR
DP02PR_0013PE,Percent!!HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years,,not required,"DP02PR_0013PEA, DP02PR_0013PM, DP02PR_0013PMA",0,float,DP02PR
DP02PR_0014E,Estimate!!HOUSEHOLDS BY TYPE!!Households with one or more people 65 years and over,,not required,"DP02PR_0014EA, DP02PR_0014M, DP02PR_0014MA",0,int,DP02PR
DP02PR_0014PE,Percent!!HOUSEHOLDS BY TYPE!!Households with one or more people 65 years and over,,not required,"DP02PR_0014PEA, DP02PR_0014PM, DP02PR_0014PMA",0,float,DP02PR
DP02PR_0015E,Estimate!!HOUSEHOLDS BY TYPE!!Average household size,,not required,"DP02PR_0015EA, DP02PR_0015M, DP02PR_0015MA",0,float,DP02PR
DP02PR_0015PE,Percent!!HOUSEHOLDS BY TYPE!!Average household size,,not required,"DP02PR_0015PEA, DP02PR_0015PM, DP02PR_0015PMA",0,int,DP02PR
DP02PR_0016E,Estimate!!HOUSEHOLDS BY TYPE!!Average family size,,not required,"DP02PR_0016EA, DP02PR_0016M, DP02PR_0016MA",0,float,DP02PR
DP02PR_0016PE,Percent!!HOUSEHOLDS BY TYPE!!Average family size,,not required,"DP02PR_0016PEA, DP02PR_0016PM, DP02PR_0016PMA",0,int,DP02PR
DP02PR_0017E,Estimate!!RELATIONSHIP!!Population in households,,not required,"DP02PR_0017EA, DP02PR_0017M, DP02PR_0017MA",0,int,DP02PR
DP02PR_0017PE,Percent!!RELATIONSHIP!!Population in households,,not required,"DP02PR_0017PEA, DP02PR_0017PM, DP02PR_0017PMA",0,int,DP02PR
DP02PR_0018E,Estimate!!RELATIONSHIP!!Householder,,not required,"DP02PR_0018EA, DP02PR_0018M, DP02PR_0018MA",0,int,DP02PR
DP02PR_0018PE,Percent!!RELATIONSHIP!!Householder,,not required,"DP02PR_0018PEA, DP02PR_0018PM, DP02PR_0018PMA",0,float,DP02PR
DP02PR_0019E,Estimate!!RELATIONSHIP!!Spouse,,not required,"DP02PR_0019EA, DP02PR_0019M, DP02PR_0019MA",0,int,DP02PR
DP02PR_0019PE,Percent!!RELATIONSHIP!!Spouse,,not required,"DP02PR_0019PEA, DP02PR_0019PM, DP02PR_0019PMA",0,float,DP02PR
DP02PR_0020E,Estimate!!RELATIONSHIP!!Child,,not required,"DP02PR_0020EA, DP02PR_0020M, DP02PR_0020MA",0,int,DP02PR
DP02PR_0020PE,Percent!!RELATIONSHIP!!Child,,not required,"DP02PR_0020PEA, DP02PR_0020PM, DP02PR_0020PMA",0,float,DP02PR
DP02PR_0021E,Estimate!!RELATIONSHIP!!Other relatives,,not required,"DP02PR_0021EA, DP02PR_0021M, DP02PR_0021MA",0,int,DP02PR
DP02PR_0021PE,Percent!!RELATIONSHIP!!Other relatives,,not required,"DP02PR_0021PEA, DP02PR_0021PM, DP02PR_0021PMA",0,float,DP02PR
DP02PR_0022E,Estimate!!RELATIONSHIP!!Nonrelatives,,not required,"DP02PR_0022EA, DP02PR_0022M, DP02PR_0022MA",0,int,DP02PR
DP02PR_0022PE,Percent!!RELATIONSHIP!!Nonrelatives,,not required,"DP02PR_0022PEA, DP02PR_0022PM, DP02PR_0022PMA",0,float,DP02PR
DP02PR_0023E,Estimate!!RELATIONSHIP!!Nonrelatives!!Unmarried partner,,not required,"DP02PR_0023EA, DP02PR_0023M, DP02PR_0023MA",0,int,DP02PR
DP02PR_0023PE,Percent!!RELATIONSHIP!!Nonrelatives!!Unmarried partner,,not required,"DP02PR_0023PEA, DP02PR_0023PM, DP02PR_0023PMA",0,float,DP02PR
DP02PR_0024E,Estimate!!MARITAL STATUS!!Males 15 years and over,,not required,"DP02PR_0024EA, DP02PR_0024M, DP02PR_0024MA",0,int,DP02PR
DP02PR_0024PE,Percent!!MARITAL STATUS!!Males 15 years and over,,not required,"DP02PR_0024PEA, DP02PR_0024PM, DP02PR_0024PMA",0,int,DP02PR
DP02PR_0025E,Estimate!!MARITAL STATUS!!Never married,,not required,"DP02PR_0025EA, DP02PR_0025M, DP02PR_0025MA",0,int,DP02PR
DP02PR_0025PE,Percent!!MARITAL STATUS!!Never married,,not required,"DP02PR_0025PEA, DP02PR_0025PM, DP02PR_0025PMA",0,float,DP02PR
DP02PR_0026E,"Estimate!!MARITAL STATUS!!Now married, except separated",,not required,"DP02PR_0026EA, DP02PR_0026M, DP02PR_0026MA",0,int,DP02PR
DP02PR_0026PE,"Percent!!MARITAL STATUS!!Now married, except separated",,not required,"DP02PR_0026PEA, DP02PR_0026PM, DP02PR_0026PMA",0,float,DP02PR
DP02PR_0027E,Estimate!!MARITAL STATUS!!Separated,,not required,"DP02PR_0027EA, DP02PR_0027M, DP02PR_0027MA",0,int,DP02PR
DP02PR_0027PE,Percent!!MARITAL STATUS!!Separated,,not required,"DP02PR_0027PEA, DP02PR_0027PM, DP02PR_0027PMA",0,float,DP02PR
DP02PR_0028E,Estimate!!MARITAL STATUS!!Widowed,,not required,"DP02PR_0028EA, DP02PR_0028M, DP02PR_0028MA",0,int,DP02PR
DP02PR_0028PE,Percent!!MARITAL STATUS!!Widowed,,not required,"DP02PR_0028PEA, DP02PR_0028PM, DP02PR_0028PMA",0,float,DP02PR
DP02PR_0029E,Estimate!!MARITAL STATUS!!Divorced,,not required,"DP02PR_0029EA, DP02PR_0029M, DP02PR_0029MA",0,int,DP02PR
DP02PR_0029PE,Percent!!MARITAL STATUS!!Divorced,,not required,"DP02PR_0029PEA, DP02PR_0029PM, DP02PR_0029PMA",0,float,DP02PR
DP02PR_0030E,Estimate!!MARITAL STATUS!!Females 15 years and over,,not required,"DP02PR_0030EA, DP02PR_0030M, DP02PR_0030MA",0,int,DP02PR
DP02PR_0030PE,Percent!!MARITAL STATUS!!Females 15 years and over,,not required,"DP02PR_0030PEA, DP02PR_0030PM, DP02PR_0030PMA",0,int,DP02PR
DP02PR_0031E,Estimate!!MARITAL STATUS!!Never married,,not required,"DP02PR_0031EA, DP02PR_0031M, DP02PR_0031MA",0,int,DP02PR
DP02PR_0031PE,Percent!!MARITAL STATUS!!Never married,,not required,"DP02PR_0031PEA, DP02PR_0031PM, DP02PR_0031PMA",0,float,DP02PR
DP02PR_0032E,"Estimate!!MARITAL STATUS!!Now married, except separated",,not required,"DP02PR_0032EA, DP02PR_0032M, DP02PR_0032MA",0,int,DP02PR
DP02PR_0032PE,"Percent!!MARITAL STATUS!!Now married, except separated",,not required,"DP02PR_0032PEA, DP02PR_0032PM, DP02PR_0032PMA",0,float,DP02PR
DP02PR_0033E,Estimate!!MARITAL STATUS!!Separated,,not required,"DP02PR_0033EA, DP02PR_0033M, DP02PR_0033MA",0,int,DP02PR
DP02PR_0033PE,Percent!!MARITAL STATUS!!Separated,,not required,"DP02PR_0033PEA, DP02PR_0033PM, DP02PR_0033PMA",0,float,DP02PR
DP02PR_0034E,Estimate!!MARITAL STATUS!!Widowed,,not required,"DP02PR_0034EA, DP02PR_0034M, DP02PR_0034MA",0,int,DP02PR
DP02PR_0034PE,Percent!!MARITAL STATUS!!Widowed,,not required,"DP02PR_0034PEA, DP02PR_0034PM, DP02PR_0034PMA",0,float,DP02PR
DP02PR_0035E,Estimate!!MARITAL STATUS!!Divorced,,not required,"DP02PR_0035EA, DP02PR_0035M, DP02PR_0035MA",0,int,DP02PR
DP02PR_0035PE,Percent!!MARITAL STATUS!!Divorced,,not required,"DP02PR_0035PEA, DP02PR_0035PM, DP02PR_0035PMA",0,float,DP02PR
DP02PR_0036E,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,,not required,"DP02PR_0036EA, DP02PR_0036M, DP02PR_0036MA",0,int,DP02PR
DP02PR_0036PE,Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,,not required,"DP02PR_0036PEA, DP02PR_0036PM, DP02PR_0036PMA",0,int,DP02PR
DP02PR_0037E,"Estimate!!FERTILITY!!Unmarried women (widowed, divorced, and never married)",,not required,"DP02PR_0037EA, DP02PR_0037M, DP02PR_0037MA",0,int,DP02PR
DP02PR_0037PE,"Percent!!FERTILITY!!Unmarried women (widowed, divorced, and never married)",,not required,"DP02PR_0037PEA, DP02PR_0037PM, DP02PR_0037PMA",0,float,DP02PR
DP02PR_0038E,"Estimate!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women",,not required,"DP02PR_0038EA, DP02PR_0038M, DP02PR_0038MA",0,int,DP02PR
DP02PR_0038PE,"Percent!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women",,not required,"DP02PR_0038PEA, DP02PR_0038PM, DP02PR_0038PMA",0,int,DP02PR
DP02PR_0039E,"Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old",,not required,"DP02PR_0039EA, DP02PR_0039M, DP02PR_0039MA",0,int,DP02PR
DP02PR_0039PE,"Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old",,not required,"DP02PR_0039PEA, DP02PR_0039PM, DP02PR_0039PMA",0,int,DP02PR
DP02PR_0040E,"Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old",,not required,"DP02PR_0040EA, DP02PR_0040M, DP02PR_0040MA",0,int,DP02PR
DP02PR_0040PE,"Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old",,not required,"DP02PR_0040PEA, DP02PR_0040PM, DP02PR_0040PMA",0,int,DP02PR
DP02PR_0041E,"Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old",,not required,"DP02PR_0041EA, DP02PR_0041M, DP02PR_0041MA",0,int,DP02PR
DP02PR_0041PE,"Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old",,not required,"DP02PR_0041PEA, DP02PR_0041PM, DP02PR_0041PMA",0,int,DP02PR
DP02PR_0042E,"Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old",,not required,"DP02PR_0042EA, DP02PR_0042M, DP02PR_0042MA",0,int,DP02PR
DP02PR_0042PE,"Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old",,not required,"DP02PR_0042PEA, DP02PR_0042PM, DP02PR_0042PMA",0,int,DP02PR
DP02PR_0043E,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,,not required,"DP02PR_0043EA, DP02PR_0043M, DP02PR_0043MA",0,int,DP02PR
DP02PR_0043PE,Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,,not required,"DP02PR_0043PEA, DP02PR_0043PM, DP02PR_0043PMA",0,int,DP02PR
DP02PR_0044E,Estimate!!GRANDPARENTS!!Responsible for grandchildren,,not required,"DP02PR_0044EA, DP02PR_0044M, DP02PR_0044MA",0,int,DP02PR
DP02PR_0044PE,Percent!!GRANDPARENTS!!Responsible for grandchildren,,not required,"DP02PR_0044PEA, DP02PR_0044PM, DP02PR_0044PMA",0,float,DP02PR
DP02PR_0045E,Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year,,not required,"DP02PR_0045EA, DP02PR_0045M, DP02PR_0045MA",0,int,DP02PR
DP02PR_0045PE,Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year,,not required,"DP02PR_0045PEA, DP02PR_0045PM, DP02PR_0045PMA",0,float,DP02PR
DP02PR_0046E,Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years,,not required,"DP02PR_0046EA, DP02PR_0046M, DP02PR_0046MA",0,int,DP02PR
DP02PR_0046PE,Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years,,not required,"DP02PR_0046PEA, DP02PR_0046PM, DP02PR_0046PMA",0,float,DP02PR
DP02PR_0047E,Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years,,not required,"DP02PR_0047EA, DP02PR_0047M, DP02PR_0047MA",0,int,DP02PR
DP02PR_0047PE,Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years,,not required,"DP02PR_0047PEA, DP02PR_0047PM, DP02PR_0047PMA",0,float,DP02PR
DP02PR_0048E,Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years,,not required,"DP02PR_0048EA, DP02PR_0048M, DP02PR_0048MA",0,int,DP02PR
DP02PR_0048PE,Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years,,not required,"DP02PR_0048PEA, DP02PR_0048PM, DP02PR_0048PMA",0,float,DP02PR
DP02PR_0049E,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,,not required,"DP02PR_0049EA, DP02PR_0049M, DP02PR_0049MA",0,int,DP02PR
DP02PR_0049PE,Percent!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,,not required,"DP02PR_0049PEA, DP02PR_0049PM, DP02PR_0049PMA",0,float,DP02PR
DP02PR_0050E,Estimate!!GRANDPARENTS!!Who are female,,not required,"DP02PR_0050EA, DP02PR_0050M, DP02PR_0050MA",0,int,DP02PR
DP02PR_0050PE,Percent!!GRANDPARENTS!!Who are female,,not required,"DP02PR_0050PEA, DP02PR_0050PM, DP02PR_0050PMA",0,float,DP02PR
DP02PR_0051E,Estimate!!GRANDPARENTS!!Who are married,,not required,"DP02PR_0051EA, DP02PR_0051M, DP02PR_0051MA",0,int,DP02PR
DP02PR_0051PE,Percent!!GRANDPARENTS!!Who are married,,not required,"DP02PR_0051PEA, DP02PR_0051PM, DP02PR_0051PMA",0,float,DP02PR
DP02PR_0052E,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,,not required,"DP02PR_0052EA, DP02PR_0052M, DP02PR_0052MA",0,int,DP02PR
DP02PR_0052PE,Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,,not required,"DP02PR_0052PEA, DP02PR_0052PM, DP02PR_0052PMA",0,int,DP02PR
DP02PR_0053E,"Estimate!!SCHOOL ENROLLMENT!!Nursery school, preschool",,not required,"DP02PR_0053EA, DP02PR_0053M, DP02PR_0053MA",0,int,DP02PR
DP02PR_0053PE,"Percent!!SCHOOL ENROLLMENT!!Nursery school, preschool",,not required,"DP02PR_0053PEA, DP02PR_0053PM, DP02PR_0053PMA",0,float,DP02PR
DP02PR_0054E,Estimate!!SCHOOL ENROLLMENT!!Kindergarten,,not required,"DP02PR_0054EA, DP02PR_0054M, DP02PR_0054MA",0,int,DP02PR
DP02PR_0054PE,Percent!!SCHOOL ENROLLMENT!!Kindergarten,,not required,"DP02PR_0054PEA, DP02PR_0054PM, DP02PR_0054PMA",0,float,DP02PR
DP02PR_0055E,Estimate!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8),,not required,"DP02PR_0055EA, DP02PR_0055M, DP02PR_0055MA",0,int,DP02PR
DP02PR_0055PE,Percent!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8),,not required,"DP02PR_0055PEA, DP02PR_0055PM, DP02PR_0055PMA",0,float,DP02PR
DP02PR_0056E,Estimate!!SCHOOL ENROLLMENT!!High school (grades 9-12),,not required,"DP02PR_0056EA, DP02PR_0056M, DP02PR_0056MA",0,int,DP02PR
DP02PR_0056PE,Percent!!SCHOOL ENROLLMENT!!High school (grades 9-12),,not required,"DP02PR_0056PEA, DP02PR_0056PM, DP02PR_0056PMA",0,float,DP02PR
DP02PR_0057E,Estimate!!SCHOOL ENROLLMENT!!College or graduate school,,not required,"DP02PR_0057EA, DP02PR_0057M, DP02PR_0057MA",0,int,DP02PR
DP02PR_0057PE,Percent!!SCHOOL ENROLLMENT!!College or graduate school,,not required,"DP02PR_0057PEA, DP02PR_0057PM, DP02PR_0057PMA",0,float,DP02PR
DP02PR_0058E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,,not required,"DP02PR_0058EA, DP02PR_0058M, DP02PR_0058MA",0,int,DP02PR
DP02PR_0058PE,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,,not required,"DP02PR_0058PEA, DP02PR_0058PM, DP02PR_0058PMA",0,int,DP02PR
DP02PR_0059E,Estimate!!EDUCATIONAL ATTAINMENT!!Less than 9th grade,,not required,"DP02PR_0059EA, DP02PR_0059M, DP02PR_0059MA",0,int,DP02PR
DP02PR_0059PE,Percent!!EDUCATIONAL ATTAINMENT!!Less than 9th grade,,not required,"DP02PR_0059PEA, DP02PR_0059PM, DP02PR_0059PMA",0,float,DP02PR
DP02PR_0060E,"Estimate!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma",,not required,"DP02PR_0060EA, DP02PR_0060M, DP02PR_0060MA",0,int,DP02PR
DP02PR_0060PE,"Percent!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma",,not required,"DP02PR_0060PEA, DP02PR_0060PM, DP02PR_0060PMA",0,float,DP02PR
DP02PR_0061E,Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency),,not required,"DP02PR_0061EA, DP02PR_0061M, DP02PR_0061MA",0,int,DP02PR
DP02PR_0061PE,Percent!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency),,not required,"DP02PR_0061PEA, DP02PR_0061PM, DP02PR_0061PMA",0,float,DP02PR
DP02PR_0062E,"Estimate!!EDUCATIONAL ATTAINMENT!!Some college, no degree",,not required,"DP02PR_0062EA, DP02PR_0062M, DP02PR_0062MA",0,int,DP02PR
DP02PR_0062PE,"Percent!!EDUCATIONAL ATTAINMENT!!Some college, no degree",,not required,"DP02PR_0062PEA, DP02PR_0062PM, DP02PR_0062PMA",0,float,DP02PR
DP02PR_0063E,Estimate!!EDUCATIONAL ATTAINMENT!!Associate's degree,,not required,"DP02PR_0063EA, DP02PR_0063M, DP02PR_0063MA",0,int,DP02PR
DP02PR_0063PE,Percent!!EDUCATIONAL ATTAINMENT!!Associate's degree,,not required,"DP02PR_0063PEA, DP02PR_0063PM, DP02PR_0063PMA",0,float,DP02PR
DP02PR_0064E,Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree,,not required,"DP02PR_0064EA, DP02PR_0064M, DP02PR_0064MA",0,int,DP02PR
DP02PR_0064PE,Percent!!EDUCATIONAL ATTAINMENT!!Bachelor's degree,,not required,"DP02PR_0064PEA, DP02PR_0064PM, DP02PR_0064PMA",0,float,DP02PR
DP02PR_0065E,Estimate!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree,,not required,"DP02PR_0065EA, DP02PR_0065M, DP02PR_0065MA",0,int,DP02PR
DP02PR_0065PE,Percent!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree,,not required,"DP02PR_0065PEA, DP02PR_0065PM, DP02PR_0065PMA",0,float,DP02PR
DP02PR_0066E,Estimate!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher,,not required,"DP02PR_0066EA, DP02PR_0066M, DP02PR_0066MA",0,int,DP02PR
DP02PR_0066PE,Percent!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher,,not required,"DP02PR_0066PEA, DP02PR_0066PM, DP02PR_0066PMA",0,float,DP02PR
DP02PR_0067E,Estimate!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher,,not required,"DP02PR_0067EA, DP02PR_0067M, DP02PR_0067MA",0,int,DP02PR
DP02PR_0067PE,Percent!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher,,not required,"DP02PR_0067PEA, DP02PR_0067PM, DP02PR_0067PMA",0,float,DP02PR
DP02PR_0068E,Estimate!!VETERAN STATUS!!Civilian population 18 years and over,,not required,"DP02PR_0068EA, DP02PR_0068M, DP02PR_0068MA",0,int,DP02PR
DP02PR_0068PE,Percent!!VETERAN STATUS!!Civilian population 18 years and over,,not required,"DP02PR_0068PEA, DP02PR_0068PM, DP02PR_0068PMA",0,int,DP02PR
DP02PR_0069E,Estimate!!VETERAN STATUS!!Civilian veterans,,not required,"DP02PR_0069EA, DP02PR_0069M, DP02PR_0069MA",0,int,DP02PR
DP02PR_0069PE,Percent!!VETERAN STATUS!!Civilian veterans,,not required,"DP02PR_0069PEA, DP02PR_0069PM, DP02PR_0069PMA",0,float,DP02PR
DP02PR_0070E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,,not required,"DP02PR_0070EA, DP02PR_0070M, DP02PR_0070MA",0,int,DP02PR
DP02PR_0070PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,,not required,"DP02PR_0070PEA, DP02PR_0070PM, DP02PR_0070PMA",0,int,DP02PR
DP02PR_0071E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability,,not required,"DP02PR_0071EA, DP02PR_0071M, DP02PR_0071MA",0,int,DP02PR
DP02PR_0071PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability,,not required,"DP02PR_0071PEA, DP02PR_0071PM, DP02PR_0071PMA",0,float,DP02PR
DP02PR_0072E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,,not required,"DP02PR_0072EA, DP02PR_0072M, DP02PR_0072MA",0,int,DP02PR
DP02PR_0072PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,,not required,"DP02PR_0072PEA, DP02PR_0072PM, DP02PR_0072PMA",0,int,DP02PR
DP02PR_0073E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability,,not required,"DP02PR_0073EA, DP02PR_0073M, DP02PR_0073MA",0,int,DP02PR
DP02PR_0073PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability,,not required,"DP02PR_0073PEA, DP02PR_0073PM, DP02PR_0073PMA",0,float,DP02PR
DP02PR_0074E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,,not required,"DP02PR_0074EA, DP02PR_0074M, DP02PR_0074MA",0,int,DP02PR
DP02PR_0074PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,,not required,"DP02PR_0074PEA, DP02PR_0074PM, DP02PR_0074PMA",0,int,DP02PR
DP02PR_0075E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability,,not required,"DP02PR_0075EA, DP02PR_0075M, DP02PR_0075MA",0,int,DP02PR
DP02PR_0075PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability,,not required,"DP02PR_0075PEA, DP02PR_0075PM, DP02PR_0075PMA",0,float,DP02PR
DP02PR_0076E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,,not required,"DP02PR_0076EA, DP02PR_0076M, DP02PR_0076MA",0,int,DP02PR
DP02PR_0076PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,,not required,"DP02PR_0076PEA, DP02PR_0076PM, DP02PR_0076PMA",0,int,DP02PR
DP02PR_0077E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability,,not required,"DP02PR_0077EA, DP02PR_0077M, DP02PR_0077MA",0,int,DP02PR
DP02PR_0077PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability,,not required,"DP02PR_0077PEA, DP02PR_0077PM, DP02PR_0077PMA",0,float,DP02PR
DP02PR_0078E,Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over,,not required,"DP02PR_0078EA, DP02PR_0078M, DP02PR_0078MA",0,int,DP02PR
DP02PR_0078PE,Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over,,not required,"DP02PR_0078PEA, DP02PR_0078PM, DP02PR_0078PMA",0,int,DP02PR
DP02PR_0079E,Estimate!!RESIDENCE 1 YEAR AGO!!Same house,,not required,"DP02PR_0079EA, DP02PR_0079M, DP02PR_0079MA",0,int,DP02PR
DP02PR_0079PE,Percent!!RESIDENCE 1 YEAR AGO!!Same house,,not required,"DP02PR_0079PEA, DP02PR_0079PM, DP02PR_0079PMA",0,float,DP02PR
DP02PR_0080E,Estimate!!RESIDENCE 1 YEAR AGO!!Different house in Puerto Rico or the U.S.,,not required,"DP02PR_0080EA, DP02PR_0080M, DP02PR_0080MA",0,int,DP02PR
